STA_SEQ,Station_Name,SAMPLE_YR,TYPE,SAMPLE_VALUE,VALUE_UOM
15795,FARMINGTON RIVER,2015,TEMP,15.86984828,DegreeC
15795,FARMINGTON RIVER,2012,FISH,11.66666667,FishPer100M
15795,FARMINGTON RIVER,2018,TEMP,15.87916712,DegreeC
15795,FARMINGTON RIVER,2013,TEMP,17.61579257,DegreeC
15795,FARMINGTON RIVER,2014,TEMP,16.68413617,DegreeC
15795,FARMINGTON RIVER,2016,TEMP,17.92614493,DegreeC
16258,West Branch Farmington River,2015,TEMP,11.34316033,DegreeC
16258,West Branch Farmington River,2014,TEMP,13.07642799,DegreeC
16258,West Branch Farmington River,2016,TEMP,12.62058786,DegreeC
16258,West Branch Farmington River,2008,FISH,62,FishPer100M
16258,West Branch Farmington River,2012,FISH,16,FishPer100M
16258,West Branch Farmington River,2013,TEMP,14.74429937,DegreeC
15792,West Branch Farmington River,2018,TEMP,10.98656975,DegreeC
15792,West Branch Farmington River,2013,TEMP,14.64215761,DegreeC
15792,West Branch Farmington River,2015,TEMP,11.65019601,DegreeC
15792,West Branch Farmington River,2016,TEMP,13.02574094,DegreeC
15792,West Branch Farmington River,2014,TEMP,13.17301602,DegreeC
15792,West Branch Farmington River,2017,TEMP,12.4073596,DegreeC
17365,Farmington River,2018,TEMP,18.22566712,DegreeC
17365,Farmington River,2017,TEMP,18.17671603,DegreeC
15793,West Branch Farmington River,2016,TEMP,15.21552672,DegreeC
15793,West Branch Farmington River,2014,TEMP,16.14907518,DegreeC
15793,West Branch Farmington River,2015,TEMP,15.22010598,DegreeC
15793,West Branch Farmington River,2013,TEMP,17.70429121,DegreeC
14402,Poland River,2012,FISH,12.43243243,FishPer100M
17121,TORRINGFORD BROOK,1988,FISH,116,FishPer100M
15794,West Branch Farmington River,2010,FISH,15.48387097,FishPer100M
16239,West Branch Farmington River,2014,TEMP,16.83803966,DegreeC
16239,West Branch Farmington River,2012,FISH,24,FishPer100M
16239,West Branch Farmington River,2013,TEMP,17.57855571,DegreeC
16239,West Branch Farmington River,2015,TEMP,15.49809783,DegreeC
16239,West Branch Farmington River,2016,TEMP,17.5875702,DegreeC
16160,"East Branch Salmon Brook, tributary to",2007,FISH,70,FishPer100M
16502,BELDEN BROOK,1988,FISH,11,FishPer100M
16502,BELDEN BROOK,2016,FISH,37.86407767,FishPer100M
16502,BELDEN BROOK,2016,TEMP,17.0205317,DegreeC
16502,BELDEN BROOK,2012,FISH,83.33333333,FishPer100M
16316,Jim Brook,2017,FISH,12.26415094,FishPer100M
16316,Jim Brook,2012,FISH,36,FishPer100M
16316,Jim Brook,2008,FISH,10.4,FishPer100M
15171,East Branch Salmon Brook,2010,FISH,29.33333333,FishPer100M
15171,East Branch Salmon Brook,2017,FISH,20,FishPer100M
16174,"West Branch Salmon Brook, Unnamed tributary to",2007,FISH,56.8,FishPer100M
16075,Morgan Brook,2007,FISH,14.45783133,FishPer100M
14532,Morgan Brook,2009,TEMP,17.83479167,DegreeC
16996,RATLUM BROOK,1988,FISH,110,FishPer100M
15701,Bakersville Brook,1988,FISH,75,FishPer100M
15701,Bakersville Brook,2005,FISH,17.21311475,FishPer100M
16501,BELDEN BROOK,1988,FISH,184,FishPer100M
16730,HAWLEY BROOK,2013,FISH,40,FishPer100M
14819,Mallory Brook,2014,TEMP,15.92724049,DegreeC
14819,Mallory Brook,1999,FISH,29.41176471,FishPer100M
14819,Mallory Brook,2010,TEMP,17.39319524,DegreeC
14819,Mallory Brook,2015,TEMP,16.44951812,DegreeC
14819,Mallory Brook,2010,FISH,44,FishPer100M
14819,Mallory Brook,2008,FISH,14,FishPer100M
14819,Mallory Brook,2013,TEMP,16.53300226,DegreeC
14997,East Branch Salmon Brook,2003,FISH,43.33333333,FishPer100M
15001,Beach Brook,2003,FISH,55.33333333,FishPer100M
17029,SAWMILL BROOK,1988,FISH,166,FishPer100M
14484,West Branch Salmon Brook,2014,FISH,60.41666667,FishPer100M
14484,West Branch Salmon Brook,2015,TEMP,18.27070607,DegreeC
14484,West Branch Salmon Brook,2004,FISH,191.2621359,FishPer100M
14484,West Branch Salmon Brook,2010,FISH,109.3333333,FishPer100M
14484,West Branch Salmon Brook,2013,FISH,72.79236277,FishPer100M
14484,West Branch Salmon Brook,2013,TEMP,18.08452853,DegreeC
14484,West Branch Salmon Brook,2014,TEMP,18.00606748,DegreeC
14484,West Branch Salmon Brook,2017,TEMP,17.98945969,DegreeC
16069,West Branch Salmon Brook,2007,FISH,48.57142857,FishPer100M
15499,West Branch Salmon Brook,2014,TEMP,17.68517437,DegreeC
15499,West Branch Salmon Brook,2009,FISH,69.94219653,FishPer100M
15499,West Branch Salmon Brook,2011,FISH,73.14285714,FishPer100M
15499,West Branch Salmon Brook,2013,FISH,95.67567568,FishPer100M
15499,West Branch Salmon Brook,2017,TEMP,17.74118478,DegreeC
15499,West Branch Salmon Brook,2015,FISH,86.66666667,FishPer100M
15499,West Branch Salmon Brook,2015,TEMP,18.06327636,DegreeC
15499,West Branch Salmon Brook,2018,FISH,160.6666667,FishPer100M
15704,West Branch Salmon Brook,2005,FISH,17.91044776,FishPer100M
16898,NEGRO HILL BROOK,2012,FISH,73,FishPer100M
16898,NEGRO HILL BROOK,1988,FISH,116,FishPer100M
17398,Negro Hill Brook,2016,FISH,99,FishPer100M
17398,Negro Hill Brook,2015,FISH,41,FishPer100M
15702,West Branch Salmon Brook,2005,FISH,28.96551724,FishPer100M
15964,Thompson Brook,2015,TEMP,16.35945562,DegreeC
15964,Thompson Brook,2008,FISH,177.7777778,FishPer100M
15964,Thompson Brook,2006,FISH,117.7777778,FishPer100M
15964,Thompson Brook,2010,TEMP,14.61143815,DegreeC
15964,Thompson Brook,2017,TEMP,15.90096739,DegreeC
15964,Thompson Brook,2016,TEMP,17.44079891,DegreeC
15964,Thompson Brook,2018,TEMP,17.12284556,DegreeC
15964,Thompson Brook,2014,TEMP,16.4272971,DegreeC
15964,Thompson Brook,2006,TEMP,15.82413778,DegreeC
15964,Thompson Brook,2017,FISH,81.13207547,FishPer100M
15964,Thompson Brook,2013,TEMP,16.63744565,DegreeC
15964,Thompson Brook,2010,FISH,172.9411765,FishPer100M
16709,GRIMES BROOK,1988,FISH,14,FishPer100M
15825,West Branch Farmington River,2018,TEMP,14.14113587,DegreeC
15825,West Branch Farmington River,2012,FISH,53.33333333,FishPer100M
15825,West Branch Farmington River,2016,TEMP,15.82274185,DegreeC
15825,West Branch Farmington River,2017,TEMP,14.72027009,DegreeC
15825,West Branch Farmington River,2013,TEMP,16.92250725,DegreeC
15825,West Branch Farmington River,2014,TEMP,15.50995592,DegreeC
15703,West Branch Salmon Brook,2015,TEMP,17.65279982,DegreeC
15703,West Branch Salmon Brook,2014,TEMP,17.32359284,DegreeC
15703,West Branch Salmon Brook,2013,TEMP,17.6737312,DegreeC
15172,Belden Brook,2012,FISH,10.41666667,FishPer100M
15172,Belden Brook,2004,FISH,39.81481481,FishPer100M
15992,Fox Brook,2006,FISH,18.57142857,FishPer100M
16628,EAST BRANCH SALMON BROOK,1988,FISH,80,FishPer100M
16089,Morgan Brook,2017,FISH,27.10280374,FishPer100M
16382,Bakersville Brook,2008,FISH,26,FishPer100M
16393,Taylor Brook,2008,FISH,18.46153846,FishPer100M
16393,Taylor Brook,1988,FISH,470,FishPer100M
15515,Beaver Brook,2004,FISH,24.27184466,FishPer100M
15570,Ratlum Brook,2012,FISH,56,FishPer100M
15680,Beaver Brook,1988,FISH,38,FishPer100M
15680,Beaver Brook,2005,FISH,56.09756098,FishPer100M
15680,Beaver Brook,2015,FISH,36,FishPer100M
16861,MOOSEHORN BROOK,1988,FISH,74,FishPer100M
16116,Kettle Brook,1988,FISH,161,FishPer100M
16116,Kettle Brook,2007,FISH,11.30952381,FishPer100M
16388,Belden Brook,2008,FISH,20,FishPer100M
16904,"Farmington River, Unnamed tributary to",1988,FISH,134,FishPer100M
17052,SLOCUM RIVER,1988,FISH,88,FishPer100M
15166,Jim Brook,1988,FISH,38,FishPer100M
14390,Pequabuck River,2014,TEMP,18.04213056,DegreeC
14390,Pequabuck River,2013,TEMP,18.23828578,DegreeC
16046,Chidsey Brook,2006,FISH,34.50704225,FishPer100M
16046,Chidsey Brook,2010,FISH,182.6666667,FishPer100M
16046,Chidsey Brook,2015,FISH,101.25,FishPer100M
16047,Chidsey Brook,2006,FISH,164.6258503,FishPer100M
16048,Chidsey Brook,2006,FISH,195,FishPer100M
16385,Beaver Brook,2010,FISH,25,FishPer100M
16385,Beaver Brook,2012,FISH,82,FishPer100M
16385,Beaver Brook,2008,FISH,14,FishPer100M
16385,Beaver Brook,1988,FISH,44,FishPer100M
15991,Stratton Brook,1988,FISH,28,FishPer100M
15991,Stratton Brook,2006,FISH,12.83783784,FishPer100M
15991,Stratton Brook,2012,FISH,45,FishPer100M
15991,Stratton Brook,2015,FISH,78.57142857,FishPer100M
16117,Roaring Brook,2007,FISH,23.07692308,FishPer100M
16117,Roaring Brook,1988,FISH,128,FishPer100M
16377,Cherry Brook,1988,FISH,207,FishPer100M
16377,Cherry Brook,2008,FISH,11.11111111,FishPer100M
16377,Cherry Brook,2012,FISH,30.55555556,FishPer100M
15216,Thompson Brook,2013,TEMP,17.96418886,DegreeC
17115,THOMPSON BROOK,1988,FISH,48.66666667,FishPer100M
16758,HOWELL'S BROOK,1988,FISH,42.24137931,FishPer100M
16758,HOWELL'S BROOK,2012,FISH,60,FishPer100M
16758,HOWELL'S BROOK,2015,FISH,39.13043478,FishPer100M
16489,BEACH BROOK,1988,FISH,171,FishPer100M
17271,Cherry Brook,2015,FISH,13,FishPer100M
16366,Beach Brook,2008,FISH,10,FishPer100M
16906,"West Branch Salmon Brook, Unnamed tributary to",2014,FISH,47.16981132,FishPer100M
16114,Rugg Brook,2013,FISH,18.24324324,FishPer100M
16114,Rugg Brook,2016,FISH,12,FishPer100M
16114,Rugg Brook,2013,TEMP,17.722649,DegreeC
16114,Rugg Brook,2011,FISH,26.66666667,FishPer100M
16114,Rugg Brook,2007,FISH,42.4,FishPer100M
16114,Rugg Brook,1988,FISH,164,FishPer100M
16114,Rugg Brook,2014,TEMP,16.65357246,DegreeC
16114,Rugg Brook,2015,TEMP,17.36770845,DegreeC
16114,Rugg Brook,2011,TEMP,17.84442395,DegreeC
17088,STORE HOUSE BROOK,2016,FISH,70.90909091,FishPer100M
17088,STORE HOUSE BROOK,1988,FISH,118,FishPer100M
17088,STORE HOUSE BROOK,2012,FISH,48,FishPer100M
14840,Mountain Brook,2002,FISH,17.85714286,FishPer100M
14840,Mountain Brook,2017,FISH,20.90909091,FishPer100M
16381,Colebrook Brook,2008,FISH,21,FishPer100M
16381,Colebrook Brook,2014,FISH,38.35616438,FishPer100M
16582,COLEBROOK BROOK,1988,FISH,70,FishPer100M
15571,Cherry Brook,2009,TEMP,17.36923868,DegreeC
15700,Nepaug River,1988,FISH,34,FishPer100M
15700,Nepaug River,2005,FISH,11.00917431,FishPer100M
16080,West Branch Salmon Brook,2012,FISH,49.09090909,FishPer100M
16080,West Branch Salmon Brook,2007,FISH,18.66666667,FishPer100M
16080,West Branch Salmon Brook,2017,FISH,10.32608696,FishPer100M
16080,West Branch Salmon Brook,2015,TEMP,17.85712627,DegreeC
16080,West Branch Salmon Brook,2014,TEMP,17.14022554,DegreeC
15240,Hubbard Brook,2014,TEMP,17.7897817,DegreeC
15240,Hubbard Brook,2015,TEMP,17.97599019,DegreeC
15240,Hubbard Brook,2004,FISH,22.04724409,FishPer100M
15240,Hubbard Brook,2011,FISH,22.66666667,FishPer100M
15240,Hubbard Brook,2014,FISH,14.34782609,FishPer100M
15240,Hubbard Brook,2011,TEMP,17.92198766,DegreeC
15240,Hubbard Brook,2017,TEMP,17.59004689,DegreeC
15240,Hubbard Brook,1988,FISH,37.33333333,FishPer100M
16383,North Brook,2012,FISH,24.44444444,FishPer100M
16383,North Brook,2008,FISH,20,FishPer100M
14504,Hop Brook,2012,FISH,13.33333333,FishPer100M
16902,NO NAME,1988,FISH,207,FishPer100M
15104,Stratton Brook,2008,FISH,14.17910448,FishPer100M
14435,Salmon Brook,2004,FISH,25.37313433,FishPer100M
16373,East Mountain Brook,2008,FISH,42.96296296,FishPer100M
16373,East Mountain Brook,2012,FISH,205,FishPer100M
15516,Valley Brook,2006,FISH,77.33333333,FishPer100M
15516,Valley Brook,1988,FISH,153.3333333,FishPer100M
15516,Valley Brook,2004,FISH,77.39726027,FishPer100M
15516,Valley Brook,2005,FISH,160.8695652,FishPer100M
15516,Valley Brook,2007,FISH,122.1374046,FishPer100M
15516,Valley Brook,2009,FISH,176.0869565,FishPer100M
15516,Valley Brook,2011,FISH,42.66666667,FishPer100M
15516,Valley Brook,2012,FISH,130,FishPer100M
15516,Valley Brook,2014,FISH,121.5827338,FishPer100M
15516,Valley Brook,2015,FISH,97.24770642,FishPer100M
15516,Valley Brook,2017,FISH,36.95652174,FishPer100M
15516,Valley Brook,2006,TEMP,17.06597199,DegreeC
15516,Valley Brook,2008,FISH,58.69565217,FishPer100M
17338,Hop Brook,2009,TEMP,18.21729438,DegreeC
16899,NEPAUG RIVER,1988,FISH,18.66666667,FishPer100M
17014,RUBY BROOK,2017,FISH,18.75,FishPer100M
17050,SIBLEY BROOK,1994,FISH,14,FishPer100M
16548,BUTTONBALL BROOK,1994,FISH,17,FishPer100M
16548,BUTTONBALL BROOK,2016,FISH,14,FishPer100M
14152,Clarke Brook,2007,FISH,56,FishPer100M
14152,Clarke Brook,2007,TEMP,17.98341249,DegreeC
16659,"FENTON RIVER,Tributary to",1994,FISH,48,FishPer100M
17042,"Shetucket River, tributary to",1993,FISH,60,FishPer100M
15306,Eagleville Brook,2004,FISH,32.75862069,FishPer100M
15306,Eagleville Brook,2010,FISH,14,FishPer100M
16876,Mountain Brook,1993,FISH,40,FishPer100M
16683,FURNACE BROOK TRIB.,1994,FISH,12,FishPer100M
16106,Branch Brook,2007,FISH,17.39130435,FishPer100M
16288,Branch Brook,2007,FISH,34.92822967,FishPer100M
16288,Branch Brook,2014,TEMP,18.03018433,DegreeC
17080,STONEHOUSE BROOK,1994,FISH,164.5454545,FishPer100M
17800,Newcomb Brook,2007,FISH,44.82758621,FishPer100M
17169,Waldo Brook,2014,FISH,33.01886792,FishPer100M
17169,Waldo Brook,1993,FISH,114.4444444,FishPer100M
17403,Potash Brook,2014,FISH,16,FishPer100M
16109,Gardner Brook,2007,FISH,98.03921569,FishPer100M
17340,Alden Brook,2008,FISH,22,FishPer100M
17340,Alden Brook,2008,TEMP,17.09387387,DegreeC
17813,BOSWORTH BROOK,2006,FISH,16.36363636,FishPer100M
16735,HERRIDEAN BROOK,1994,FISH,10,FishPer100M
16836,Merrick Brook,1993,FISH,94,FishPer100M
16836,Merrick Brook,2014,FISH,19,FishPer100M
16836,Merrick Brook,2011,FISH,14.73684211,FishPer100M
16836,Merrick Brook,2012,FISH,24,FishPer100M
16689,GIFFORDS BROOK,1994,FISH,12.76595745,FishPer100M
14584,Roaring Brook,2009,TEMP,18.05890391,DegreeC
14584,Roaring Brook,2014,TEMP,17.85133288,DegreeC
14584,Roaring Brook,2004,TEMP,18.16980705,DegreeC
14141,Bonemill Brook,1994,FISH,259,FishPer100M
15520,Bonemill Brook,2018,TEMP,16.72321154,DegreeC
15520,Bonemill Brook,2013,TEMP,16.37427582,DegreeC
15520,Bonemill Brook,2004,TEMP,15.01246914,DegreeC
15520,Bonemill Brook,2017,TEMP,16.14858062,DegreeC
15520,Bonemill Brook,2010,TEMP,16.23962104,DegreeC
15520,Bonemill Brook,2015,TEMP,15.3995471,DegreeC
15520,Bonemill Brook,2016,TEMP,16.26947781,DegreeC
15520,Bonemill Brook,2004,FISH,123.8095238,FishPer100M
15520,Bonemill Brook,2010,FISH,78.66666667,FishPer100M
15520,Bonemill Brook,2014,FISH,75,FishPer100M
15520,Bonemill Brook,2014,TEMP,15.03888496,DegreeC
15990,Spice Brook,2006,FISH,10.90909091,FishPer100M
15990,Spice Brook,2014,FISH,21.77700348,FishPer100M
16705,GREEN BROOK,1994,FISH,14,FishPer100M
16809,Little River,2016,FISH,14,FishPer100M
16947,Peck Brook,1993,FISH,69.09090909,FishPer100M
16697,GOODWIN BROOK,1994,FISH,127.7777778,FishPer100M
16697,GOODWIN BROOK,2013,FISH,41.81818182,FishPer100M
16697,GOODWIN BROOK,2018,FISH,29.56521739,FishPer100M
17814,BRADFORD BROOK,2016,TEMP,16.89590716,DegreeC
14592,Fenton River,2010,FISH,14.66666667,FishPer100M
16300,Hop River,1994,FISH,18.66666667,FishPer100M
15551,Roaring Brook,1994,FISH,14.66666667,FishPer100M
16108,Knowlton Brook,2007,FISH,16.15384615,FishPer100M
16108,Knowlton Brook,1994,FISH,14,FishPer100M
16794,LABONTE BROOK,1994,FISH,96,FishPer100M
17809,Ames Brook,2007,FISH,38.46153846,FishPer100M
14602,Merrick Brook,2014,TEMP,17.87088043,DegreeC
14602,Merrick Brook,2004,FISH,18.63636364,FishPer100M
16928,Obwebetuck Brook,1993,FISH,58,FishPer100M
16469,ABORN BROOK,1994,FISH,158,FishPer100M
16508,"BIGELOW BROOK, TRIBUTARY TO",1994,FISH,14,FishPer100M
15007,Sawmill Brook,2014,FISH,40,FishPer100M
15007,Sawmill Brook,2003,FISH,101.2738854,FishPer100M
15007,Sawmill Brook,1994,FISH,74,FishPer100M
15304,Eagleville Brook,2014,TEMP,17.85423505,DegreeC
15304,Eagleville Brook,2017,TEMP,17.84181793,DegreeC
15304,Eagleville Brook,2014,FISH,10.67961165,FishPer100M
16579,cold brook,1993,FISH,196,FishPer100M
16544,BUSH MEADOW BROOK,1994,FISH,13,FishPer100M
15710,Little River,2005,FISH,13.38028169,FishPer100M
17112,"TENMILE RIVER, tributary to",1994,FISH,128,FishPer100M
15210,Beaver Brook,2004,FISH,33.75,FishPer100M
15210,Beaver Brook,2008,FISH,11,FishPer100M
16549,Byron Brook,1993,FISH,22,FishPer100M
16541,BURNAP BROOK,1994,FISH,14,FishPer100M
17462,burnap brook,2009,TEMP,18.23626353,DegreeC
17462,burnap brook,2006,FISH,10.71428571,FishPer100M
16618,EAST BRANCH MOUNT HOPE RIVER,1994,FISH,11,FishPer100M
17835,East Branch Stonehouse Brook,2007,FISH,50,FishPer100M
15558,Roaring Brook,2004,FISH,10.52631579,FishPer100M
17823,HAVEN'S LEDGE BROOK,2008,FISH,20,FishPer100M
17296,Little River,2008,FISH,16.66666667,FishPer100M
16712,GULF BROOK,1994,FISH,120,FishPer100M
16601,CURTIS BROOK,1994,FISH,40,FishPer100M
16932,Old Stone Mill Brook,1993,FISH,33,FishPer100M
16932,Old Stone Mill Brook,2010,FISH,31.06060606,FishPer100M
17362,Ellis Brook,2014,FISH,32,FishPer100M
17069,STILES BROOK,1994,FISH,139.6226415,FishPer100M
16529,BRANDY BROOK,1994,FISH,70,FishPer100M
14866,Stickney Hill Brook,2014,TEMP,18.25828986,DegreeC
14866,Stickney Hill Brook,1994,FISH,28,FishPer100M
14866,Stickney Hill Brook,2002,FISH,50.66666667,FishPer100M
16484,Ballymahack Brook,1993,FISH,184.9056604,FishPer100M
16584,CONANT BROOK,1994,FISH,15,FishPer100M
15783,Eagleville Brook,2010,FISH,16.1971831,FishPer100M
15783,Eagleville Brook,2014,TEMP,17.38851223,DegreeC
15783,Eagleville Brook,2017,TEMP,17.77933243,DegreeC
15783,Eagleville Brook,2015,TEMP,18.05634149,DegreeC
15783,Eagleville Brook,2012,FISH,66.66666667,FishPer100M
15783,Eagleville Brook,2014,FISH,13,FishPer100M
15783,Eagleville Brook,2007,FISH,21.53846154,FishPer100M
16416,Delphi Brook,2014,FISH,47.12535344,FishPer100M
16416,Delphi Brook,2009,TEMP,16.18002627,DegreeC
16416,Delphi Brook,2009,FISH,21.21212121,FishPer100M
16416,Delphi Brook,1994,FISH,32.66666667,FishPer100M
17081,STONEHOUSE BROOK,1994,FISH,18.30065359,FishPer100M
17064,SQUAW HOLLOW BROOK,1994,FISH,56,FishPer100M
15711,Little River,1993,FISH,12.66666667,FishPer100M
15711,Little River,2005,FISH,23.07692308,FishPer100M
15711,Little River,2014,FISH,18.51851852,FishPer100M
16574,CLOUGH BROOK,1994,FISH,42,FishPer100M
17829,NORTH LEADMINE BROOK,2006,FISH,14,FishPer100M
17830,NORTH LEADMINE BROOK,2006,FISH,10,FishPer100M
17816,INDIAN HUT BROOK,2015,TEMP,17.5094214,DegreeC
17816,INDIAN HUT BROOK,2015,FISH,19,FishPer100M
17816,INDIAN HUT BROOK,2014,TEMP,16.92506159,DegreeC
16641,ELLIS BROOK,1994,FISH,35,FishPer100M
17044,"Shetucket River, tributary to",1993,FISH,138,FishPer100M
16658,"FENTON RIVER,Tributary to",1994,FISH,28,FishPer100M
16015,Murphy Brook,2014,FISH,10.76923077,FishPer100M
17360,Diamond Ledge Brook,2014,FISH,56,FishPer100M
14863,Rocky Brook,1994,FISH,84,FishPer100M
14863,Rocky Brook,2013,FISH,44.85981308,FishPer100M
14863,Rocky Brook,2002,FISH,21.65605096,FishPer100M
14999,North Running Brook,2003,FISH,15.33333333,FishPer100M
16217,Peckham Brook,2014,FISH,114.6919431,FishPer100M
17854,"MASHENTUCK BrooK, tributary to",2010,FISH,80,FishPer100M
16522,Bliven Brook,1993,FISH,32,FishPer100M
17847,"Fivemile River, Tributary To",2007,FISH,32,FishPer100M
16598,CROOKED BROOK,1994,FISH,26,FishPer100M
16853,Miller Brook,1993,FISH,18,FishPer100M
17028,SAP TREE RUN,2014,FISH,96,FishPer100M
17028,SAP TREE RUN,1994,FISH,62,FishPer100M
17026,SANDY BROOK,1994,FISH,16,FishPer100M
17026,SANDY BROOK,2014,FISH,40,FishPer100M
16819,Lowden Brook,2014,FISH,63.55140187,FishPer100M
16819,Lowden Brook,2011,FISH,105.7971014,FishPer100M
16819,Lowden Brook,1993,FISH,118,FishPer100M
16699,GRAVELLY BROOK,2014,TEMP,17.08287908,DegreeC
16699,GRAVELLY BROOK,1994,FISH,68,FishPer100M
17092,Sugar Brook,1993,FISH,154,FishPer100M
17092,Sugar Brook,2015,FISH,42,FishPer100M
17852,Shady Oak School House Brook,2015,TEMP,17.23930842,DegreeC
17852,Shady Oak School House Brook,2014,FISH,25.49019608,FishPer100M
17852,Shady Oak School House Brook,2014,TEMP,16.91633379,DegreeC
17845,BARLEY BrooK,2007,FISH,20,FishPer100M
16302,Slater Brook,2008,FISH,19.33333333,FishPer100M
16475,Ashwillet Brook,1993,FISH,36,FishPer100M
16533,"BROWNS BROOK, Tributary to",1994,FISH,74,FishPer100M
17188,WHETSTONE BROOK,1994,FISH,17.33333333,FishPer100M
16565,CEMETERY BROOK,1994,FISH,300,FishPer100M
16609,Denison Brook,1993,FISH,183,FishPer100M
16609,Denison Brook,2010,FISH,94.64285714,FishPer100M
16944,PEAKE BROOK,1994,FISH,15.17857143,FishPer100M
14593,Whetstone Brook,2010,FISH,28.15533981,FishPer100M
16831,MAY BROOK,1994,FISH,144,FishPer100M
15003,Wappoquia Brook,1994,FISH,18,FishPer100M
15003,Wappoquia Brook,2014,TEMP,17.8464923,DegreeC
15003,Wappoquia Brook,2014,FISH,14.86697966,FishPer100M
17595,Wappoquia Brook,2014,TEMP,17.60358741,DegreeC
16679,Fry Brook,1993,FISH,28,FishPer100M
16562,CEDAR SWAMP BROOK,1994,FISH,41.79104478,FishPer100M
14294,Mill Brook,2014,FISH,13,FishPer100M
16852,Miller Brook,1993,FISH,22.22222222,FishPer100M
16793,Koistenen Brook,2011,FISH,50,FishPer100M
14597,Myron Kinney  Brook,2004,FISH,11.30434783,FishPer100M
14597,Myron Kinney  Brook,2010,FISH,14.94252874,FishPer100M
16581,COLD SPRING BROOK,1994,FISH,10,FishPer100M
16511,Billings Brook,1993,FISH,22,FishPer100M
14741,Titicus River,2016,FISH,99.01960784,FishPer100M
14741,Titicus River,2011,FISH,17.1875,FishPer100M
16688,GEROW BROOK,1991,FISH,225,FishPer100M
16688,GEROW BROOK,2011,FISH,35.71428571,FishPer100M
17132,"PUTNAM LAKE, tributary to",1991,FISH,34,FishPer100M
17166,WACCABUC RIVER,1990,FISH,86,FishPer100M
14740,Quaker Brook,2016,FISH,12,FishPer100M
14740,Quaker Brook,2013,FISH,40.78212291,FishPer100M
14740,Quaker Brook,2011,FISH,36.60714286,FishPer100M
14740,Quaker Brook,1991,FISH,114.6666667,FishPer100M
15364,West Branch Saugatuck River,2008,TEMP,17.43189493,DegreeC
16731,HAWLEYS BROOK,2012,FISH,27.55905512,FishPer100M
16731,HAWLEYS BROOK,1990,FISH,195,FishPer100M
16994,RACE BROOK,2012,FISH,26,FishPer100M
